22	-1.1728,1.3783,0.70052,-0.48656,-0.48093,-0.5134,0.54174,-0.98275,-0.61388,-1.5817,-1.1675,0.13398,0.47174,0.14854,-0.30899,-0.33099,1.0197,-0.59058,-0.51897,0.12424,-0.15794,0.80319,-0.88234,0.32913,-0.15729
23	-1.6785,1.4011,-0.082613,-1.3591,-0.40345,-0.5548,-0.78387,-0.911,-2.3394,0.40683,-0.88632,0.8119,2.8753,-0.34939,0.54418,0.5389,3.0896,-1.3898,-1.0601,2.6085,1.1742,-0.34243,2.29,0.3818,0.735
24	-1.4135,0.31209,-1.5584,0.76154,1.0882,0.18315,1.6773,0.49368,-1.7359,-0.50347,-0.31707,0.46409,1.5119,1.3072,0.48108,0.84221,-0.63142,-0.37492,0.91218,0.28126,0.72308,1.1935,1.4933,-1.1456,-0.96383
25	-0.20457,-1.1388,-0.85711,0.14341,-0.42624,1.0479,0.3524,-1.4306,0.70137,-1.2861,0.85442,1.038,0.53399,1.484,0.428,-0.878,-1.2205,-0.45947,-2.2349,0.43261,-0.66966,-0.35858,0.25289,0.54318,-0.50301
26	-0.88089,0.62017,0.50463,0.37709,-1.8769,-0.18353,-0.042358,-1.4938,0.30858,0.42964,-0.98602,-0.17768,-0.7781,0.51765,-0.89797,1.2611,0.75978,0.49618,1.3136,0.62243,-0.74057,0.88638,1.1463,0.93129,-1.6546
27	-0.97391,0.31297,0.23858,-0.23499,-0.83579,-0.68498,-1.5523,1.1393,-0.37611,-1.4732,-0.41258,-0.89657,-0.10449,-0.95794,0.81589,0.34863,-0.12483,-0.17738,0.24417,1.5156,0.61852,0.15103,0.19295,0.36907,-0.54081
28	0.78241,-0.68373,1.4158,0.69344,-1.7132,0.12209,-0.83249,-2.7147,-0.41068,0.23666,-0.38846,0.86911,0.86155,2.5195,-0.03221,0.74209,-0.28085,0.12425,1.2392,0.74559,-0.39518,0.15168,0.32069,-0.14521,-0.6775
29	0.61592,0.70967,-0.26658,0.13542,-0.32703,-1.2231,-1.1865,0.46455,-0.10312,-1.0522,-0.37648,-2.0412,-0.29681,-1.0234,0.46723,0.53624,-0.78003,-0.027618,-0.17702,-0.49401,0.83724,-1.5863,0.53153,1.3827,-0.21138
30	-0.9699,0.16466,1.0321,-0.70608,-0.25093,-0.28724,-0.61677,0.43848,0.90909,-2.0341,1.0202,1.9655,0.87897,-0.45952,-0.24888,-0.99579,0.47879,0.26939,1.5628,0.7039,0.1462,-1.6081,0.42905,-1.6046,0.83835
31	0.059391,1.9346,0.23685,0.054005,-0.11604,-1.9069,-0.18225,-0.71141,0.37232,0.028617,-0.26882,1.1692,1.646,-0.29964,1.7457,0.41379,0.53546,0.24028,0.63246,0.0080619,0.20934,0.63578,-1.1089,0.64395,0.097017
32	-0.58942,0.76978,-0.23211,0.36027,-0.8633,-0.74038,-1.9996,-0.73993,0.73152,-0.97094,0.4692,0.63063,0.084673,-0.25633,0.6578,0.0028025,-0.022228,1.5795,1.1166,0.8725,-0.3357,0.16174,-0.57316,0.093588,0.18039
33	0.11433,0.36658,0.89213,-0.83167,-0.20709,1.2192,0.077483,-2.6105,0.66904,-1.4619,1.1337,-0.22634,0.41614,1.5935,1.2571,-0.66544,-0.05322,0.85141,0.042652,-0.60854,-1.1682,0.095371,0.19857,1.221,-0.685
34	-0.54258,-0.53992,-0.43603,-0.013066,-2.6228,2.0029,-2.0966,-1.4487,-0.42652,-0.35316,0.49816,1.2594,0.7594,0.92738,0.46046,0.75864,0.53048,-0.35833,-1.055,0.082808,-0.62718,0.97128,-1.7834,-1.5453,-1.6715
35	-0.94457,1.2271,-0.09911,0.67864,-0.48954,0.59433,-0.59677,-0.85786,0.24851,0.28001,-0.039907,-1.3468,1.1149,0.59904,1.4568,-0.13326,0.52135,-0.076928,0.74123,1.1137,1.0241,0.28637,1.0809,0.33308,-0.52592
36	-1.729,1.6236,-0.098615,1.1518,-0.20425,0.97442,-1.0312,-1.609,1.3278,-0.69463,0.17974,0.15269,2.2719,0.21623,0.74164,0.057363,1.1248,-0.6929,1.2093,0.70147,1.3598,-1.1807,0.68074,0.86084,1.4306
37	-0.27072,0.18862,0.45728,-0.39309,0.31007,-1.1227,-0.17208,-1.9112,1.2711,-1.0139,-0.1564,0.21159,0.35753,-0.059229,0.89875,1.5095,1.1774,0.73944,0.86392,0.52391,-0.90506,0.18742,0.10465,0.68,-0.80088
38	0.085147,0.68117,0.41337,0.27024,0.40708,-0.048621,0.11557,-0.35906,1.0923,0.046628,-0.33673,1.4324,1.724,0.30185,-0.35306,0.49207,0.1584,-0.11426,0.81047,-0.21919,0.84893,0.91811,0.58701,-0.79686,-0.15786
39	0.44331,0.17342,-0.78451,0.63471,0.020309,-0.49666,0.055111,-1.504,-1.1024,0.010864,-0.91756,1.0692,1.7527,-0.17547,-0.089194,0.31851,-1.1394,0.4064,0.058646,-1.9649,1.0161,0.34599,0.74719,0.32856,1.5003
40	-0.34191,0.12143,0.2326,0.41961,0.11916,-0.6693,-1.21,-1.6698,0.57795,-0.74925,-0.87691,-0.317,0.21305,0.75783,0.46844,1.17,-0.133,0.55355,0.88458,-0.10319,-0.019776,0.45349,0.43621,-0.18415,-0.41721
41	-0.33869,2.2912,0.73826,1.6725,-1.4387,0.41252,-0.93276,-1.4858,1.115,-1.0297,-0.18171,0.36209,1.394,-0.74075,-0.44713,0.859,1.4685,-0.4738,0.88336,1.3887,0.77652,-1.5387,0.72491,0.65595,0.92259
42	-0.50348,0.41214,0.12426,0.68664,0.5032,-1.4502,-0.57045,-0.87983,1.0003,-0.19763,0.28812,0.90859,1.198,-0.97565,0.55039,0.72635,0.95411,-0.41138,0.5722,0.64915,-0.85139,0.99889,-0.062802,0.21698,-0.88118
43	0.7343,-0.10332,-0.085617,0.96373,-1.0142,-1.2666,0.19261,-1.8242,-0.1642,0.72424,0.61015,1.5966,1.4416,0.79975,-0.21278,0.99965,0.88087,-0.20583,1.3432,-0.99329,0.78807,-0.20099,0.45144,-1.9664,0.45333
44	-1.9985,-1.0618,-0.21271,1.1863,0.11617,-0.02671,-0.46934,0.026263,0.91277,-2.1198,-1.5647,-1.5169,0.2926,1.7604,1.453,1.5021,-0.078578,0.22084,2.7064,-0.54957,-0.37889,0.24065,-1.6948,-0.14421,-0.25665
45	-1.948,-1.0228,-0.11319,1.2155,-1.0507,-1.4408,0.41935,-0.79433,0.31427,-0.84641,-0.44666,0.68949,0.8231,-0.48178,0.55469,-0.47774,0.67255,1.718,1.7629,0.76626,0.54009,0.14489,-1.8885,-0.26289,0.20863
46	-0.1805,1.3869,0.88464,0.8551,-0.30488,-0.53904,-1.2207,-2.7968,-0.72128,-1.2146,0.34223,1.147,1.1511,0.34748,0.079007,0.44556,-0.15546,-0.29474,1.6312,-0.22683,0.63549,0.93539,-0.1948,-0.27725,-3.1696
47	-1.0114,0.54416,0.22101,0.44468,-0.76672,-0.76843,-1.205,0.16073,-0.45168,-1.3029,-0.12413,-0.10973,0.30691,-0.42789,1.3396,0.22157,-0.32382,0.17718,0.97236,0.37294,1.0242,1.524,0.62318,-1.0934,0.174
48	1.337,-1.5386,-0.29929,-1.6161,-1.8185,-0.046844,0.79612,-3.6258,-0.28665,-1.0441,1.05,-0.62339,-0.23788,0.41936,0.96418,0.96974,-0.2625,0.13076,-0.37476,1.1228,-0.98991,0.087791,-0.12957,-1.2582,-0.11581
49	-0.79462,-0.21029,-0.84689,-0.43799,0.33538,-0.63452,-0.42076,0.39769,1.3013,0.3759,0.55249,1.1291,1.0503,-0.77174,0.72068,0.81875,0.78067,0.1703,-0.42978,0.85523,-0.65127,2.4343,-0.28378,0.58232,-0.67683
50	-0.58287,1.8309,0.47216,0.23747,-0.52848,-1.4477,-0.78176,-0.78502,-0.10439,-0.26636,-0.5437,1.4903,1.9294,-1.1231,0.55815,0.29024,0.43572,0.074661,0.15438,-0.5075,0.41439,0.93261,-1.3888,0.55738,0.39737
51	-1.6081,-0.22904,-0.78643,1.3149,-0.83758,1.3455,-1.5946,-1.271,0.50588,-0.60011,0.32038,0.17913,0.19714,0.84202,-0.47081,1.8276,-1.0759,0.0025019,-1.2145,1.0122,0.56763,-0.90607,0.81415,0.010619,0.098333
52	0.27471,0.35145,0.23465,0.32252,0.12533,1.0381,-2.4755,-1.0542,0.28038,-1.8977,-0.64215,0.51542,0.60402,-0.47554,0.9445,-1.2034,1.2364,0.76332,1.9231,0.29123,0.97687,-0.76649,-1.4331,0.056527,0.69456
53	-0.023683,0.19282,-2.151,0.52864,1.6598,-0.07324,-0.39638,-1.9997,0.21183,-0.41355,1.6002,-0.12852,-1.3407,0.24562,0.65571,0.060062,-0.15385,-0.096078,0.087874,-0.073319,-0.2554,-0.58932,0.9158,0.30583,-0.087258
54	-1.4602,1.6093,1.5416,-0.29523,0.05716,-2.6212,1.6799,0.087501,0.21871,0.26135,0.27397,0.57183,1.7169,-0.78979,0.62488,-0.67572,2.2768,-0.5342,1.2616,-1.8107,-1.8326,1.1706,0.056952,-1.4475,0.80194
55	-1.3182,-0.19222,1.0051,0.11746,-1.2971,-1.371,-0.77219,-1.2945,0.56942,-1.5163,-0.28097,-0.08502,-0.65812,0.22052,-0.042032,-0.48403,0.94307,-0.15327,-0.3594,0.96584,0.28888,0.33,-0.64388,-0.63882,-0.71194
56	-1.3694,0.39987,-0.2289,-1.375,0.20039,1.7915,-0.94426,-0.6628,2.1973,-0.93306,1.212,1.1591,0.74721,-1.6814,0.040984,1.2318,0.71751,0.018907,0.92796,0.16921,0.17551,-0.61209,1.1366,0.39146,0.11648
57	-0.67939,1.5161,0.30528,0.22281,1.1378,1.2063,-1.3551,-0.60234,0.62642,-1.1691,-1.0352,0.36008,2.2712,-0.26759,1.1267,-0.59988,0.74399,-1.1989,1.1626,1.6577,2.4739,0.1057,2.2832,0.91516,1.0809
58	-0.56088,0.77429,-0.58515,-0.57609,-0.50765,-0.17394,0.75128,-1.6954,0.43766,0.38591,-0.5308,0.78581,2.031,0.57712,0.55542,0.12818,0.42782,-0.023341,1.1234,-0.034122,0.31431,1.2868,-0.38524,0.50942,-0.11427
59	-0.85872,0.81698,0.45659,0.15837,0.20206,-1.1132,-1.5197,-1.3903,0.66483,-0.97663,-0.55879,-0.34886,0.058299,-1.007,-0.35991,-0.35492,-0.53738,0.075668,1.2343,0.31373,0.25147,1.2237,0.38632,0.11665,-0.2454
60	-1.1689,0.79114,-1.9762,0.77196,-0.056526,-0.79061,0.15153,-0.95393,-0.74364,-0.46331,-1.4556,0.090242,1.6452,0.48829,-0.39177,1.2389,1.062,-0.66583,1.4153,-1.2411,0.21916,-1.1422,0.82771,-0.8979,0.77393
61	-1.7574,0.38894,0.46346,0.43882,-0.93611,-1.9688,0.83766,-1.9825,-0.29158,-0.094004,1.3868,-0.67628,0.83652,0.79714,0.70788,-0.23223,-0.43639,1.1367,-0.0015645,-0.32353,-0.051607,-0.058172,1.6438,0.23684,-1.6575
62	-0.55766,0.58552,0.13284,1.2797,-0.43185,-1.1029,-0.52184,-1.2684,-0.089521,0.34433,-0.012779,0.86419,1.6435,-0.3439,0.044378,0.44864,-0.089674,-0.66543,0.67403,0.58256,-0.12369,0.47379,0.68517,1.245,-0.53672
63	-1.6326,2.3401,0.45581,-0.15035,-0.38275,-0.44389,-0.86555,-1.4371,0.40996,-2.4646,-0.050856,-0.25465,0.85623,0.068157,-0.60696,0.4261,-1.6484,1.1124,-0.095781,0.71962,-0.39354,-1.3622,1.3582,1.1113,0.66105
64	-0.51252,1.4417,0.34893,-0.742,0.30893,-0.79538,-0.91031,-0.61974,1.4404,-0.90532,-0.56459,0.26216,0.92878,0.17186,0.34545,-0.16912,-0.048708,-0.15559,0.36107,1.45,-0.40693,0.64662,-0.99541,0.28712,-1.0223
65	-0.98984,-0.7586,-0.53666,0.012414,0.79508,0.536,-0.32852,-2.1685,0.027871,-1.2216,0.11462,0.13261,-0.0089373,-0.56935,-0.43453,0.34741,0.88044,0.16799,0.33854,0.5121,-0.89756,0.9792,0.38214,-0.0059819,-1.3957
66	-0.8536,-0.092195,1.458,0.70477,0.034104,-0.66326,-0.66049,-0.81758,0.31786,-0.985,-1.5279,0.69986,2.3449,-1.0904,-0.28709,-0.072369,1.7769,-1.6821,0.40303,0.86407,2.5565,-0.54433,0.86366,0.97352,-0.46681
67	-0.40231,-0.23089,0.22008,0.020829,-0.039823,-0.71846,-1.3254,-2.0002,0.69454,0.33658,0.038308,0.35192,0.28426,-0.29458,0.39416,0.26501,0.52738,0.20239,1.4409,0.45555,-1.3864,0.77006,0.39483,0.15348,-1.2033
68	-0.53227,-0.8481,0.84077,-1.1479,-1.072,-0.94227,-0.6301,-1.8923,0.39002,-0.45117,1.1026,-0.63875,0.97499,-0.060742,-0.23241,2.0935,1.3102,0.48365,0.72841,-0.44314,-0.47691,0.48637,0.65658,-0.83498,0.55099
69	-0.55056,0.21667,0.043522,-0.79847,0.44669,-0.086616,-0.70483,0.14911,0.53178,-0.79656,-1.0233,-0.79311,1.2564,-0.86514,0.45812,1.7088,0.10411,0.13154,1.8662,0.56045,1.3213,0.25343,-0.071717,-0.29563,-0.23155
70	-0.78208,1.2999,-0.53366,0.12192,0.81329,0.19132,-1.1107,-1.2002,1.1521,-0.74487,0.020815,2.3739,1.5029,0.21344,-0.67513,-0.099205,1.128,0.83931,0.74261,0.28775,0.53982,-0.454,0.48809,-1.7129,0.11978
71	-0.48274,-0.55119,-0.66156,-0.1153,0.29423,-2.3404,-1.5872,-0.54215,-0.37446,0.40731,1.8545,1.1588,1.3474,0.18258,0.54809,-0.80419,1.5688,0.46163,0.70727,-0.81684,-1.1136,-0.70341,-1.1703,0.39587,-1.5127
72	0.077616,-0.1418,0.27827,-0.82549,-1.8021,-1.9977,-0.94204,-1.4574,0.9022,0.53604,-0.83231,-1.0844,-0.21981,-0.68572,-0.75017,0.78862,1.1696,1.2678,1.0068,-0.22318,-0.092849,-0.31227,-0.57546,-0.087874,-1.0134
73	-1.2191,-0.51015,-0.28324,-1.0905,-1.1356,1.1836,0.86577,-1.7498,-1.6994,-1.8194,-1.2729,1.1309,0.11504,-0.44631,-0.23276,0.76132,1.1661,1.1788,0.62747,0.014598,-0.50025,0.75229,-0.94726,0.56076,-0.89267
74	-0.021729,-0.34642,0.13046,0.61014,-0.61594,-1.2751,-0.68969,-0.63394,0.52321,-0.18552,-0.64608,-0.44432,0.50854,0.31437,0.668,-0.48357,0.61133,0.16081,-0.27561,0.77532,0.15735,0.81367,0.70507,1.2346,-0.19068
75	-0.11168,-0.24323,-0.11189,-1.9761,-1.4454,-0.90307,0.2652,-0.44424,-0.26437,-0.83394,-0.92499,1.161,0.25628,0.10328,0.55075,-0.40219,-0.19566,-0.42312,1.662,0.53213,-0.95198,0.85507,0.75585,-1.3293,-0.27674
76	-0.41346,0.56469,0.75474,-0.53562,-1.2534,-1.6615,-0.2399,-2.2276,-0.45457,-0.22425,-1.723,0.078403,0.85735,-0.99634,-0.2966,0.61241,1.5261,-0.24501,0.83104,-0.18236,0.58024,0.20738,0.70204,0.23749,-0.00076279
77	-1.8634,1.7466,0.083828,0.30658,0.13603,1.5119,-0.68006,-1.0416,1.7452,-1.281,0.5269,1.6567,-0.088488,-0.91527,-1.3834,-0.78632,0.039857,-0.77496,0.098331,0.109,2.6311,-1.5085,1.7085,1.3373,0.71272
78	-1.6386,0.29018,0.058872,-0.10979,0.66686,-0.19931,0.40338,-1.0557,1.4583,-1.326,-0.087653,0.54725,2.5427,0.1783,-0.50729,0.90267,-0.27827,-0.3561,1.922,0.90494,-0.38817,-0.69449,1.8145,1.0463,0.35953
79	-0.21747,1.3365,0.54559,0.37947,-0.78245,-1.2904,-1.6725,-0.84664,0.58535,0.37126,-0.15447,-0.25724,0.42875,-1.4009,1.2622,0.51966,0.79769,-0.28267,0.57431,0.42075,-0.25131,-0.01442,-1.2265,1.2301,-1.3771
80	-0.83309,0.7316,-1.1899,0.56723,-1.9975,1.6995,-0.010135,-1.4243,-1.5033,1.5757,-1.198,0.57884,1.9111,-1.7487,-0.12415,0.33997,-0.24519,0.22616,1.0263,0.62733,0.59538,-1.0797,2.5229,0.3825,-1.0436
81	0.43033,0.57458,-0.86182,1.1105,-0.673,-1.7328,-0.34438,0.078022,0.44208,-0.93686,-0.59502,-0.0026197,0.30179,-1.2049,0.37276,2.2952,0.30184,-0.56043,-0.5392,0.24493,0.9863,-0.68939,0.24,-0.71993,-1.4871
82	-0.24075,0.31173,0.77262,-1.4316,0.68921,-0.67507,-0.90881,-2.3439,-1.2786,1.0355,-1.4195,-1.3347,1.1538,-1.0582,-0.84397,-0.93724,1.4131,-0.44648,0.70906,0.49789,0.67202,-0.2663,0.33586,-0.52312,-0.3436
83	-0.66564,1.7595,0.81896,-0.28344,0.83152,0.36257,-0.28611,-0.33268,1.7641,-0.5171,0.47293,0.9595,2.3338,-0.036335,0.71668,-0.21079,0.82907,0.70825,0.83852,0.82579,1.2499,-1.0332,-0.0064752,-0.25059,0.23322
84	-0.12452,1.7293,0.69639,-1.2356,0.2938,0.62682,-1.0881,-0.96981,2.02,-2.3587,-0.019126,0.75435,1.3735,0.55565,-0.2346,-0.42463,-0.30735,1.0454,0.33897,0.50251,0.71904,0.21428,0.95018,-1.2183,-0.3526
85	-0.0071711,1.0565,-0.41056,0.13771,-0.58638,-0.30288,-1.4795,-1.252,1.1217,-0.56258,-0.32378,0.14147,0.45788,0.99541,1.2182,1.133,0.37426,-0.049551,0.49419,0.46624,0.099555,-0.35006,0.23324,-1.0333,-0.089332
86	-0.29619,0.87527,0.20549,-0.61811,-0.34872,-0.52212,-0.36526,-1.9137,-0.93485,-0.44573,-0.62845,0.81495,1.9039,-0.068094,1.3278,0.11192,1.0237,-0.26079,1.0362,-0.86403,-0.06746,0.47828,1.2257,-0.55299,0.42477
87	-0.90805,0.10406,0.15526,0.56182,-0.40064,-0.79503,-0.2161,-0.7182,0.47487,-0.39149,-0.64154,0.19487,0.66805,-0.19737,0.37178,0.27667,0.5582,0.38179,0.67162,0.91417,0.0041435,0.1819,-0.042651,0.32262,-0.33863
88	-1.2325,-1.0349,-0.74583,-0.24203,0.41467,-0.32197,-1.1016,-1.9248,0.5594,0.021823,-0.0092782,-0.16719,-0.55221,0.034552,-0.059847,1.0844,1.0506,0.37568,0.40738,0.68881,-1.111,1.9175,-0.34755,-0.62552,-1.8207
89	-1.1919,0.69254,-0.1033,0.25917,1.4708,0.3468,-0.92404,-2.4576,-0.14098,0.010998,-1.9496,0.39412,0.59392,-1.4567,1.0998,0.22597,-1.0967,1.805,0.7291,0.43778,-0.68391,-0.86211,-1.6615,0.45403,-1.5106
90	0.31021,-1.5102,-0.71703,1.1376,0.18057,-0.26108,1.1693,0.37832,0.038992,-1.4988,-0.50541,0.18249,-1.0337,-0.24027,-0.051949,2.5544,-0.20612,0.88246,-2.8244,2.181,0.68874,-0.34948,-0.34158,-0.71991,0.065454
91	0.1189,-0.094314,-0.76548,0.76239,-1.155,0.38815,-0.5879,-0.45657,-0.39322,-2.0537,0.60704,-0.4606,1.7755,-0.48752,0.98856,1.8092,0.4617,-0.32034,1.5721,-0.84543,-0.13616,-0.67941,1.0991,-0.219,0.25509
92	-0.66247,0.37602,0.82781,0.64674,0.31979,0.6809,0.093217,-1.785,-0.12923,-0.96208,-0.25456,0.32425,1.591,1.3362,-1.1819,0.99857,0.098101,-0.96971,-0.10195,0.21043,-0.0063104,0.71329,-1.6686,0.35138,-1.0886
93	-0.95754,0.892,-0.52967,-0.17112,-0.0096866,-0.019536,-1.3387,-0.3635,0.64998,-0.51082,-0.26546,-0.11796,0.71896,-0.11568,0.307,0.24389,0.17723,-0.044086,0.68739,0.50478,-0.077429,-0.38674,-0.1178,-0.070657,-0.7452
94	0.12439,0.060883,-0.43965,0.30067,0.28375,-0.59655,-0.73789,-1.0751,-0.69105,-1.0387,-1.6528,-0.28332,1.8361,-1.069,0.76088,0.22828,-0.71355,-0.61516,1.4726,0.33452,-0.22055,0.32445,1.5217,0.65303,-0.17042
95	0.93435,-0.12672,0.027407,0.054766,-0.15524,-0.075074,-0.53307,-0.62075,0.8714,-0.51143,-1.4921,-0.37305,0.066124,-0.9312,0.75582,-0.58718,-0.54207,0.71098,-0.017054,0.38471,0.28988,0.85819,0.97548,1.5738,0.18788
96	-0.52363,1.0949,1.6267,0.70125,1.8101,1.2314,-0.66693,-1.1864,0.9324,-0.83902,2.0822,1.6588,1.6549,-1.3042,0.64317,0.98909,1.1505,0.21204,1.5669,0.95111,0.92248,-1.3825,1.4976,0.18788,-0.33896
97	0.27954,-1.0774,1.301,0.099685,0.57276,0.22385,0.091152,-1.9613,-0.69993,-0.89629,0.024133,1.1283,2.0558,0.45139,1.2116,0.49911,-0.33136,1.2304,0.96357,-1.298,1.5644,-0.076981,0.25192,-0.26277,-0.58226
98	-0.29567,1.4504,-1.6286,-0.11471,-1.8176,-1.5376,-0.34404,-1.0017,-1.3795,-6.287,-1.9924,2.4537,3.493,0.09751,-2.6363,-0.28368,-0.3277,-2.2119,0.70911,0.69866,-0.62012,-1.6082,-1.1949,0.022966,-1.2848
99	-1.0368,0.44028,0.091286,0.077956,-0.64211,-1.9581,-2.1321,-1.2473,0.71488,-0.4846,-0.6402,-0.24628,-0.2081,0.49147,-0.17217,0.95321,-0.0096784,0.040908,-0.19903,-0.04668,0.12955,0.95843,-0.022345,0.15721,-1.0573
100	-0.15662,0.65365,-0.21783,0.33215,-0.1443,-0.46612,-1.3476,-1.0342,-0.52819,-1.3994,-0.54102,-0.53274,0.3721,-0.34847,1.3041,0.37123,0.89922,0.3927,1.4706,1.6139,0.41924,0.45452,-0.28469,-0.57761,0.69157
